window,start,end,V5_total,V5_ann,V5_sharpe,V5_mdd,WINNER_total,WINNER_ann,WINNER_sharpe,WINNER_mdd,HS300_total,HS300_ann,WINNER_vs_V5_total,V5_vs_HS300_total,WINNER_vs_HS300_total,WINNER_beats_V5,WINNER_beats_HS300
W2_growth_crash,2021-07-01,2022-12-31,0.03819761169021452,0.02532907118604233,0.0016137715605001515,-0.16394727812164156,0.03143270972677925,0.020866119509331815,-0.023948352110220804,-0.14094359064683415,-0.25967825083982443,-0.18178500864485037,-0.006764901963435266,0.29787586253003895,0.2911109605666037,False,True
W3_shock_down,2023-01-01,2024-08-31,0.23399597272549033,0.13524633631064198,0.6858194435453858,-0.13190652308721784,0.4731477646219988,0.26329266001394647,1.4106518167664073,-0.12751771313295857,-0.14570002975900354,-0.09063098286972215,0.23915179189650848,0.37969600248449387,0.6188477943810023,True,True
W4_924_rebound,2024-09-01,2025-03-31,-0.07873409519877439,-0.13284299704969305,-0.8262240185664183,-0.11933917827849072,0.0632607604511437,0.11250631834719016,0.46068859158161773,-0.0645363454687542,0.19059506997066777,0.35420741192153216,0.1419948556499181,-0.26932916516944216,-0.12733430951952407,True,False
W5_slow_bull,2025-04-01,2025-12-31,0.19826818276644476,0.2724570703611602,2.074810472466563,-0.05966009597540045,0.0959562766150841,0.12981991953353256,0.8752465728941924,-0.11621369429573236,0.19092498258603308,0.26208001826540195,-0.10231190615136065,0.00734320018041168,-0.09496870597094897,False,False
W6_2026_rally,2026-01-01,2026-04-30,-0.0005345175406936686,-0.001695526731482433,-0.4097720615302563,-0.023550549793946995,-0.017307505620582697,-0.053906093057925264,-1.433961550724052,-0.018563469450883052,0.01898385373014988,0.0615056444397275,-0.01677298807988903,-0.01951837127084355,-0.03629135935073258,False,False
