factor,W1_2021H1_top,W2_growth_crash,W3_shock_down,W4_924_rebound,W5_slow_bull,W6_2026_rally
amount_ratio_5_20,0.28696217601914975,0.05635156539752993,0.001313567430460971,-0.03479121198784418,-0.4448026519070178,-0.33416351910444125
low_vol_60,-401.31137240072223,0.2521221679917696,0.4058639614267975,0.26794503337477943,-0.2072385744155187,0.1691089974710707
ma_pos_20,0.5011238726414556,-0.33483572180736365,-0.25960616570381684,-0.10428314691604995,0.3945286613130338,-0.18677939208627647
momentum_120_5,,-0.37018027681278004,0.20379165219989698,-0.5200186891776476,-0.36654047122443556,
momentum_60,-0.21603585161090122,-0.5721498631573826,-0.04670391788302645,-0.13537016632853413,-0.2996858873112904,-0.5329793924708089
quality_roe,-0.2521535960652413,-0.369670490718612,-0.17838799350941556,0.08323325693915301,0.6206138048664298,0.4394081932037738
reversal_5,-1.0018429479247795,0.27837568415271813,0.33762021427953043,0.034170012865521224,-0.4991487717777118,1.2334540530129952
value_pb,,0.3798402660201987,0.387877576767984,0.28063664872219835,0.03169641479176907,0.09460339797126166
value_pe,,0.2826247226410247,0.29365934165754015,0.2004945569833421,0.18649530024336977,0.18881219443702393
