window,start,end,V5_total,V5_ann,V5_sharpe,V5_mdd,V7_total,V7_ann,V7_sharpe,V7_mdd,HS300_total,HS300_ann,V7_vs_V5,V7_vs_HS300,V7_beats_V5,V7_beats_HS300,pct_full_pos,n_switches
W2_growth_crash,2021-07-01,2022-12-31,0.03819761169021452,0.02532907118604233,0.0016137715605001515,-0.16394727812164156,-0.030696213971432518,-0.020588900295429147,-0.39588678380284553,-0.10445118905603235,-0.25967825083982443,-0.18178500864485037,-0.06889382566164703,0.2289820368683919,False,True,16.62125340599455,9
W3_shock_down,2023-01-01,2024-08-31,0.23399597272549033,0.13524633631064198,0.6858194435453858,-0.13190652308721784,0.10315694080473259,0.061019414901420266,0.3876117457335219,-0.07847950230687739,-0.14570002975900354,-0.09063098286972215,-0.13083903192075774,0.24885697056373612,False,True,18.06930693069307,9
W4_924_rebound,2024-09-01,2025-03-31,-0.07873409519877439,-0.13284299704969305,-0.8262240185664183,-0.11933917827849072,-0.03761009419032624,-0.06445958145378372,-0.6618251854575793,-0.0636777315801198,0.19059506997066777,0.35420741192153216,0.04112400100844815,-0.228205164160994,True,False,34.306569343065696,7
W5_slow_bull,2025-04-01,2025-12-31,0.19826818276644476,0.2724570703611602,2.074810472466563,-0.05966009597540045,0.13129122805741633,0.1786025702291394,1.4495110569056202,-0.059660095975400784,0.19092498258603308,0.26208001826540195,-0.06697695470902842,-0.059633754528616745,False,False,47.31182795698925,7
W6_2026_rally,2026-01-01,2026-04-30,-0.0005345175406936686,-0.001695526731482433,-0.4097720615302563,-0.023550549793946995,0.0027864103790584682,0.00887063880692307,-0.4278761786618898,-0.012559656983087586,0.01898385373014988,0.0615056444397275,0.003320927919752137,-0.016197443351091412,True,False,41.55844155844156,4
