window,V5,V9,HS300,V9_vs_V5,V9_beats_V5,n_triggers,triggers
W3_shock_down,0.23399597272549033,0.20350606713149855,-0.14570002975900354,-0.030489905593991784,False,2,"2023-02(+7.4%), 2024-03(+9.4%)"
W4_924_rebound,-0.07873409519877439,0.008547340197574416,0.19059506997066777,0.0872814353963488,True,1,2024-10(+21.0%)
W5_slow_bull,0.19826818276644476,0.2078808788623383,0.19092498258603308,0.009612696095893547,True,1,2025-09(+10.3%)
W6_2026_rally,-0.0005345175406936686,-0.0005345175406936686,0.01898385373014988,0.0,False,0,NONE
