window,start,end,V5_total,V5_sharpe,V5_mdd,V8_total,V8_sharpe,V8_mdd,COMBO_total,COMBO_sharpe,COMBO_mdd,HS300_total,CSI500_total,COMBO_vs_V5,V8_vs_CSI500,COMBO_beats_V5
W3_shock_down,2023-01-01,2024-08-31,0.23399597272549033,0.6858194435453858,-0.13190652308721784,-0.10619033365801733,-0.5000854631609108,-0.19479186253887393,0.05390076498066154,0.04546654925032815,-0.14739227991195558,-0.14570002975900354,-0.22109001158515085,-0.1800952077448288,0.11489967792713351,False
W4_924_rebound,2024-09-01,2025-03-31,-0.07873409519877439,-0.8262240185664183,-0.11933917827849072,0.05074634267815159,0.2634255335349696,-0.1271348845556689,-0.013410306021835794,-0.24588021126416001,-0.09788724152019346,0.19059506997066777,0.28830538743050194,0.0653237891769386,-0.23755904475235035,True
W5_slow_bull,2025-04-01,2025-12-31,0.19826818276644476,2.074810472466563,-0.05966009597540045,0.22826500696151641,1.7526410678358937,-0.11472316182361142,0.21524771025904066,2.136944438455683,-0.07054496819540124,0.19092498258603308,0.26688614168017155,0.016979527492595903,-0.03862113471865514,True
W6_2026_rally,2026-01-01,2026-04-30,-0.0005345175406936686,-0.4097720615302563,-0.023550549793946995,0.06613201792774737,1.9243824801376517,-0.030145439458155066,0.03243434356930708,1.0153129327704231,-0.025855138824636525,0.01898385373014988,0.09126803638644931,0.03296886111000075,-0.025136018458701948,True
