window,start,end,V5_total,V6_total,V5_ann,V6_ann,V5_sharpe,V6_sharpe,V5_mdd,V6_mdd,excess_total,excess_ann,V6_wins
W2_growth_crash,2021-07-01,2022-12-31,0.03819761169021452,-0.041445458186011086,0.02532907118604233,-0.027849843445461153,0.0016137715605001515,-0.24602362788677778,-0.16394727812164156,-0.20211411721370898,-0.0796430698762256,-0.05317891463150348,False
W3_shock_down,2023-01-01,2024-08-31,0.23399597272549033,0.11187936758765082,0.13524633631064198,0.0660727921085078,0.6858194435453858,0.24733002069138885,-0.13190652308721784,-0.1555106919115813,-0.1221166051378395,-0.06917354420213417,False
W4_924_rebound,2024-09-01,2025-03-31,-0.07873409519877439,-0.04690965062438279,-0.13284299704969305,-0.08011607412402699,-0.8262240185664183,-0.5676191931390098,-0.11933917827849072,-0.10841310432898699,0.0318244445743916,0.05272692292566605,True
W5_slow_bull,2025-04-01,2025-12-31,0.19826818276644476,0.2140534747946894,0.2724570703611602,0.2948355344047022,2.074810472466563,2.4330834953350746,-0.05966009597540045,-0.043953019589462516,0.015785292028244635,0.022378464043542046,True
W6_2026_rally,2026-01-01,2026-04-30,-0.0005345175406936686,0.010018738109065506,-0.001695526731482433,0.03214624637352914,-0.4097720615302563,0.13503104491976387,-0.023550549793946995,-0.014360475299230013,0.010553255649759175,0.033841773105011574,True
