date,nav
2018-11-06,1.3843641678309813
2018-11-07,1.3719113695616838
2018-11-08,1.3709133049192657
2018-11-09,1.3479298976923835
2018-11-12,1.3709428662244334
2018-11-13,1.3835134542287415
2018-11-14,1.3640540142821387
2018-11-15,1.3905146363953205
2018-11-16,1.3914425809986912
2018-11-19,1.407363137993368
2018-11-20,1.3626571964313654
2018-11-21,1.3591693232572488
2018-11-22,1.3497483335872855
2018-11-23,1.3059971696867627
2018-11-26,1.2992672052508998
2018-11-27,1.2942122912235379
2018-11-28,1.3223824264846087
2018-11-29,1.2970224415117215
2018-11-30,1.3131407890069273
2018-12-03,1.3519708376060084
2018-12-04,1.3658152107213368
2018-12-05,1.3492841332508394
2018-12-06,1.3120607333632337
2018-12-07,1.3199541504852725
2018-12-10,1.3003794284133139
2018-12-11,1.3048420404543726
2018-12-12,1.310873945648611
2018-12-13,1.336306100277697
2018-12-14,1.3081679682564538
2018-12-17,1.3110908448050875
2018-12-18,1.2946542708392224
2018-12-19,1.2799937231929466
2018-12-20,1.2746437918654279
2018-12-21,1.2594966949159168
2018-12-24,1.2648649513083459
2018-12-25,1.234826635941571
2018-12-26,1.231631376038057
2018-12-27,1.225078998568541
2018-12-28,1.2363927842845877
2019-01-02,1.22677256325656
2019-01-03,1.2268548329623357
2019-01-04,1.2673274706543514
2019-01-07,1.2901530208394516
2019-01-08,1.2960171238770501
2019-01-09,1.3059430419336162
2019-01-10,1.29269499911453
2019-01-11,1.304976622809194
2019-01-14,1.3008065840195264
2019-01-15,1.313768507834996
2019-01-16,1.3043739183337957
2019-01-17,1.2962111190665075
2019-01-18,1.327085516030777
2019-01-21,1.339589558432761
2019-01-22,1.3192333730262478
2019-01-23,1.3143492776075845
2019-01-24,1.3167190885338593
2019-01-25,1.3264640415356888
2019-01-28,1.3309400884557687
2019-01-29,1.3310059308303936
2019-01-30,1.3244213444933564
2019-01-31,1.3240664169230323
2019-02-01,1.3505338971544298
2019-02-11,1.3810003439585268
2019-02-12,1.4010014222945495
2019-02-13,1.4475145935768607
2019-02-14,1.4512631979293205
2019-02-15,1.4368737559099558
2019-02-18,1.486781252414344
2019-02-19,1.4810287536831523
2019-02-20,1.4807491690003118
2019-02-21,1.4710951598590989
2019-02-22,1.5032012753689217
2019-02-25,1.6095312396542631
2019-02-26,1.614997249074346
2019-02-27,1.6004622033879308
2019-02-28,1.6013336534982865
2019-03-01,1.622139184361405
2019-03-04,1.654677236123174
2019-03-05,1.6701344739871806
2019-03-06,1.688160213850844
2019-03-07,1.6586293716164944
2019-03-08,1.5808380585667001
2019-03-11,1.6231236457006195
2019-03-12,1.640958796816679
2019-03-13,1.6257676708277113
2019-03-14,1.6112281851548966
2019-03-15,1.6287273382363259
2019-03-18,1.680730852649475
2019-03-19,1.6769917740167524
2019-03-20,1.685751313244068
2019-03-21,1.6859169792349582
2019-03-22,1.7015885129070392
2019-03-25,1.6692955880935814
2019-03-26,1.6313659450844984
2019-03-27,1.6436739986418798
2019-03-28,1.6221061017398328
2019-03-29,1.6721704119183187
2019-04-01,1.718707263430219
2019-04-02,1.713005175107749
2019-04-03,1.7337655601388198
2019-04-04,1.7406749000219068
2019-04-08,1.7449904698674534
2019-04-09,1.7596560042895348
2019-04-10,1.761640915756259
2019-04-11,1.7398258443710697
2019-04-12,1.7338173838458912
2019-04-15,1.728895170254519
2019-04-16,1.755336688157971
2019-04-17,1.7636026185106373
2019-04-18,1.7511260873928591
2019-04-19,1.7596102458554503
2019-04-22,1.725670797429748
2019-04-23,1.7124801364922744
2019-04-24,1.715622879760582
2019-04-25,1.678452703768069
2019-04-26,1.6380511751310896
2019-04-29,1.6355678189436968
2019-04-30,1.6423002269131495
2019-05-06,1.5515387380756975
2019-05-07,1.5792493955178586
2019-05-08,1.5573744249269206
2019-05-09,1.5348571846541226
2019-05-10,1.597249584026268
2019-05-13,1.5749569488130961
2019-05-14,1.5590730447161292
2019-05-15,1.5930358480533895
2019-05-16,1.630980893177676
2019-05-17,1.5640522367469056
2019-05-20,1.5534397454245732
2019-05-21,1.5836472722621173
2019-05-22,1.5622016504681684
2019-05-23,1.530785785313294
2019-05-24,1.5285738008538736
2019-05-27,1.5621967630321785
2019-05-28,1.5777536912786951
2019-05-29,1.5702811683923845
2019-05-30,1.56762926426239
2019-05-31,1.556446481546556
2019-06-03,1.5535223189014187
2019-06-04,1.5381343620479215
2019-06-05,1.5419249668852133
2019-06-06,1.52542708344111
2019-06-10,1.5456081642640729
2019-06-11,1.5993667810016876
2019-06-12,1.5923229533353662
2019-06-13,1.590484314486736
2019-06-14,1.5635953116094417
2019-06-17,1.5700761426440284
2019-06-18,1.5725341319679103
2019-06-19,1.594277453700552
2019-06-20,1.6346122811436739
2019-06-21,1.6391199757811985
2019-06-24,1.6475231702102344
2019-06-25,1.624794941662621
2019-06-26,1.62704239954535
2019-06-27,1.633140973011228
2019-06-28,1.6269555341299287
2019-07-01,1.6628777602543097
2019-07-02,1.6739528732316484
2019-07-03,1.6644874164201526
2019-07-04,1.6721688912183987
2019-07-05,1.6707229685982325
2019-07-08,1.6280080207431584
2019-07-09,1.6270950391311083
2019-07-10,1.6128532106976514
2019-07-11,1.6198155020800538
2019-07-12,1.6310604325188325
2019-07-15,1.6435895155082818
2019-07-16,1.6428867453484224
2019-07-17,1.6562606262209325
2019-07-18,1.6439235658141709
2019-07-19,1.6624686228191212
2019-07-22,1.655559947236705
2019-07-23,1.6685621678046045
2019-07-24,1.6824170064158586
2019-07-25,1.6841062196074388
2019-07-26,1.6902827915177825
2019-07-29,1.684092668710682
2019-07-30,1.6994741396831696
2019-07-31,1.6868033003954366
2019-08-01,1.6676622494895343
2019-08-02,1.635365621893616
2019-08-05,1.592712713092536
2019-08-06,1.554094519759665
2019-08-07,1.5532432462970165
2019-08-08,1.5683221820018134
2019-08-09,1.5464762414503808
2019-08-12,1.5777249663732535
2019-08-13,1.5563791593007366
2019-08-14,1.5581353235809488
2019-08-15,1.5539995101391664
2019-08-16,1.556349757729972
2019-08-19,1.6101013668920403
2019-08-20,1.6116495896158776
2019-08-21,1.6009454341254352
2019-08-22,1.5993579376523688
2019-08-23,1.604951958490484
2019-08-26,1.5831383167221178
2019-08-27,1.624799571379475
2019-08-28,1.6279116585554494
2019-08-29,1.6179978376052278
2019-08-30,1.6143120187441726
2019-09-02,1.6499679036110708
2019-09-03,1.6534597232778052
2019-09-04,1.6876303031372888
2019-09-05,1.7048328357173683
2019-09-06,1.7221722028632194
2019-09-09,1.73536727300838
2019-09-10,1.7309057993781514
2019-09-11,1.727092514749456
2019-09-12,1.759116371073244
2019-09-16,1.7491109073934963
2019-09-17,1.7076106447924635
2019-09-18,1.7048471607152733
2019-09-19,1.7119536752834443
2019-09-20,1.7068639486536008
2019-09-23,1.6778228733527858
2019-09-24,1.6768512059045135
2019-09-25,1.6678399922440132
2019-09-26,1.6489915594353217
2019-09-27,1.647101522645988
2019-09-30,1.638893473234413
2019-10-08,1.648746933489518
2019-10-09,1.6694880049742284
2019-10-10,1.6798923206307508
2019-10-11,1.699215832577323
2019-10-14,1.7211762950721727
2019-10-15,1.706277216251573
2019-10-16,1.6926086381015397
2019-10-17,1.6782816824868243
2019-10-18,1.6345592914091729
2019-10-21,1.6322930069186568
2019-10-22,1.6425846015731023
2019-10-23,1.6341596753992587
2019-10-24,1.6393143112584752
2019-10-25,1.6520923798073255
2019-10-28,1.6737726457957403
2019-10-29,1.6499347984832422
2019-10-30,1.637456219630848
2019-10-31,1.6172837038249113
2019-11-01,1.6430893369043733
2019-11-04,1.6586184543357585
2019-11-05,1.6699886292784674
2019-11-06,1.6628918167850262
2019-11-07,1.6667100484968318
2019-11-08,1.6505288845275268
2019-11-11,1.6004598540912094
2019-11-12,1.6074323180472145
2019-11-13,1.5897203917966762
2019-11-14,1.5888047964994534
2019-11-15,1.5650903535680747
2019-11-18,1.5807563816981312
2019-11-19,1.5988483080753624
2019-11-20,1.584659176610332
2019-11-21,1.5901422500720401
2019-11-22,1.6026948122710343
2019-11-25,1.6597564057635061
2019-11-26,1.6496525850070476
2019-11-27,1.6429610162744197
2019-11-28,1.6300995701273777
2019-11-29,1.6267149898553086
2019-12-02,1.6299403848071334
2019-12-03,1.6278534456628992
2019-12-04,1.6220193743744664
2019-12-05,1.6322538544056155
2019-12-06,1.6352175383044956
2019-12-09,1.6602824262272438
2019-12-10,1.6550238257949272
2019-12-11,1.664305875184991
2019-12-12,1.6533726138141067
2019-12-13,1.6863498898295899
2019-12-16,1.7056899720285892
2019-12-17,1.7352605330117314
2019-12-18,1.730815014054353
2019-12-19,1.7389957436023815
2019-12-20,1.7310026079569916
2019-12-23,1.7016005614197696
2019-12-24,1.7286485298607621
2019-12-25,1.7237995893782372
2019-12-26,1.7442482792764136
2019-12-27,1.7487094907125182
2019-12-30,1.782940309818419
2019-12-31,1.7895591608126302
2020-01-02,1.824696684119725
2020-01-03,1.8250584559989633
2020-01-06,1.8300945090169667
2020-01-07,1.8314550296966943
2020-01-08,1.8237231907974891
2020-01-09,1.8341902119482087
2020-01-10,1.8225348908463248
2020-01-13,1.8330046795480115
2020-01-14,1.8428469124509494
2020-01-15,1.8287918527394647
2020-01-16,1.821985659434489
2020-01-17,1.8250894504182198
2020-01-20,1.8423325286773125
2020-01-21,1.8173155006194075
2020-01-22,1.8152196866467885
2020-01-23,1.7623648462753787
2020-02-03,1.5973949651575519
2020-02-04,1.6185598630622708
2020-02-05,1.6438855731033513
2020-02-06,1.6743892562721892
2020-02-07,1.6740941741510822
2020-02-10,1.6827085688268244
2020-02-11,1.6869754823404342
2020-02-12,1.7035866471674026
2020-02-13,1.6955035923903292
2020-02-14,1.6981410240368278
2020-02-17,1.7458156446140252
2020-02-18,1.7528355403521192
2020-02-19,1.7526006278871507
2020-02-20,1.7866612373144646
2020-02-21,1.7819433637458597
2020-02-24,1.7653792888387947
2020-02-25,1.7458990267800496
2020-02-26,1.760893228755478
2020-02-27,1.7604354637765787
2020-02-28,1.7003698919803965
2020-03-02,1.7825014498660772
2020-03-03,1.791292767090238
2020-03-04,1.8032533792811642
2020-03-05,1.8316205812389525
2020-03-06,1.8134191235870518
2020-03-09,1.7656705391619387
2020-03-10,1.7972043266359106
2020-03-11,1.7831257974713757
2020-03-12,1.752335441588762
2020-03-13,1.7344938764140165
2020-03-16,1.680621068454993
2020-03-17,1.6971858352925886
2020-03-18,1.6590568302620012
2020-03-19,1.6386410036512185
2020-03-20,1.6688176763157394
2020-03-23,1.6100142103328634
2020-03-24,1.6370047370485357
2020-03-25,1.6653083998826943
2020-03-26,1.649009135449269
2020-03-27,1.659648136501058
2020-03-30,1.6450450639679801
2020-03-31,1.6362211283489512
2020-04-01,1.6178652689949469
2020-04-02,1.706300497764659
2020-04-03,1.6603332321546256
2020-04-07,1.7049136854428133
2020-04-08,1.710875393995785
2020-04-09,1.6918232059557494
2020-04-10,1.638297825049194
2020-04-13,1.631808876247577
2020-04-14,2.047912874897138
2020-04-15,1.9866338921007343
2020-04-16,2.00161969070756
2020-04-17,2.046671613832918
2020-04-20,2.04205971109294
2020-04-21,1.9202128017742548
2020-04-22,2.064271801803395
2020-04-23,2.0538336220715565
2020-04-24,2.001653153483177
2020-04-27,1.944925150124745
2020-04-28,1.8091541142652934
2020-04-29,1.7699092107558836
2020-04-30,inf
2020-05-06,inf
2020-05-07,inf
2020-05-08,inf
2020-05-11,inf
2020-05-12,inf
2020-05-13,inf
2020-05-14,inf
2020-05-15,inf
2020-05-18,inf
2020-05-19,inf
2020-05-20,inf
2020-05-21,inf
2020-05-22,inf
2020-05-25,inf
2020-05-26,inf
2020-05-27,inf
2020-05-28,inf
2020-05-29,inf
2020-06-01,inf
2020-06-02,inf
2020-06-03,inf
2020-06-04,inf
2020-06-05,inf
2020-06-08,inf
2020-06-09,inf
2020-06-10,inf
2020-06-11,inf
2020-06-12,inf
2020-06-15,inf
2020-06-16,inf
2020-06-17,inf
2020-06-18,inf
2020-06-19,inf
2020-06-22,inf
2020-06-23,inf
2020-06-24,inf
2020-06-29,inf
2020-06-30,inf
2020-07-01,inf
2020-07-02,inf
2020-07-03,inf
2020-07-06,inf
2020-07-07,inf
2020-07-08,inf
2020-07-09,inf
2020-07-10,inf
2020-07-13,inf
2020-07-14,inf
2020-07-15,inf
2020-07-16,inf
2020-07-17,inf
2020-07-20,inf
2020-07-21,inf
2020-07-22,inf
2020-07-23,inf
2020-07-24,inf
2020-07-27,inf
2020-07-28,inf
2020-07-29,inf
2020-07-30,inf
2020-07-31,inf
2020-08-03,inf
2020-08-04,inf
2020-08-05,inf
2020-08-06,inf
2020-08-07,inf
2020-08-10,inf
2020-08-11,inf
2020-08-12,inf
2020-08-13,inf
2020-08-14,inf
2020-08-17,inf
2020-08-18,inf
2020-08-19,inf
2020-08-20,inf
2020-08-21,inf
2020-08-24,inf
2020-08-25,inf
2020-08-26,inf
2020-08-27,inf
2020-08-28,inf
2020-08-31,inf
2020-09-01,inf
2020-09-02,inf
2020-09-03,inf
2020-09-04,inf
2020-09-07,inf
2020-09-08,inf
2020-09-09,inf
2020-09-10,inf
2020-09-11,inf
2020-09-14,inf
2020-09-15,inf
2020-09-16,inf
2020-09-17,inf
2020-09-18,inf
2020-09-21,inf
2020-09-22,inf
2020-09-23,inf
2020-09-24,inf
2020-09-25,inf
2020-09-28,inf
2020-09-29,inf
2020-09-30,inf
2020-10-09,inf
2020-10-12,inf
2020-10-13,inf
2020-10-14,inf
2020-10-15,inf
2020-10-16,inf
2020-10-19,inf
2020-10-20,inf
2020-10-21,inf
2020-10-22,inf
2020-10-23,inf
2020-10-26,inf
2020-10-27,inf
2020-10-28,inf
2020-10-29,inf
2020-10-30,inf
2020-11-02,inf
2020-11-03,inf
2020-11-04,inf
2020-11-05,inf
2020-11-06,inf
2020-11-09,inf
2020-11-10,inf
2020-11-11,inf
2020-11-12,inf
2020-11-13,inf
2020-11-16,inf
2020-11-17,inf
2020-11-18,inf
2020-11-19,inf
2020-11-20,inf
2020-11-23,inf
2020-11-24,inf
2020-11-25,inf
2020-11-26,inf
2020-11-27,inf
2020-11-30,inf
2020-12-01,inf
2020-12-02,inf
2020-12-03,inf
2020-12-04,inf
2020-12-07,inf
2020-12-08,inf
2020-12-09,inf
2020-12-10,inf
2020-12-11,inf
2020-12-14,inf
2020-12-15,inf
2020-12-16,inf
2020-12-17,inf
2020-12-18,inf
2020-12-21,inf
2020-12-22,inf
2020-12-23,inf
2020-12-24,inf
2020-12-25,inf
2020-12-28,inf
2020-12-29,inf
2020-12-30,inf
2020-12-31,inf
