threshold_pct,W3_shock_down_V9,W3_shock_down_excess,W3_shock_down_trig,W4_924_rebound_V9,W4_924_rebound_excess,W4_924_rebound_trig,W5_slow_bull_V9,W5_slow_bull_excess,W5_slow_bull_trig,W6_2026_rally_V9,W6_2026_rally_excess,W6_2026_rally_trig,avg_excess,worst_excess,win_rate,total_triggers,robust
5.0,0.20350606713149855,-0.030489905593991784,2,0.008547340197574416,0.0872814353963488,1,0.2078808788623383,0.009612696095893547,1,-0.0005345175406936686,0.0,0,0.016601056474562642,-0.030489905593991784,0.5,4,False
7.000000000000001,0.20350606713149855,-0.030489905593991784,2,0.008547340197574416,0.0872814353963488,1,0.2078808788623383,0.009612696095893547,1,-0.0005345175406936686,0.0,0,0.016601056474562642,-0.030489905593991784,0.5,4,False
10.0,0.23399597272549033,0.0,0,0.008547340197574416,0.0872814353963488,1,0.2078808788623383,0.009612696095893547,1,-0.0005345175406936686,0.0,0,0.024223532873060588,0.0,0.5,2,False
12.0,0.23399597272549033,0.0,0,0.008547340197574416,0.0872814353963488,1,0.19826818276644476,0.0,0,-0.0005345175406936686,0.0,0,0.0218203588490872,0.0,0.25,1,False
15.0,0.23399597272549033,0.0,0,0.008547340197574416,0.0872814353963488,1,0.19826818276644476,0.0,0,-0.0005345175406936686,0.0,0,0.0218203588490872,0.0,0.25,1,False
